# SignalP-5.0	Organism: Eukarya	Timestamp: 20230728094043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
MSTRG.115540.3	OTHER	0.001085	0.998915	
MSTRG.115540.4	OTHER	0.030667	0.969333	
MSTRG.115825.1	OTHER	0.000964	0.999036	
MSTRG.115825.3	OTHER	0.001127	0.998873	
MSTRG.116645.5	OTHER	0.001035	0.998965	
MSTRG.117099.1	OTHER	0.001527	0.998473	
MSTRG.117367.1	OTHER	0.001221	0.998779	
MSTRG.117367.3	OTHER	0.013975	0.986025	
MSTRG.117367.4	OTHER	0.000436	0.999564	
MSTRG.117367.7	OTHER	0.021194	0.978806	
MSTRG.117367.8	OTHER	0.000396	0.999604	
MSTRG.11740.9	OTHER	0.001323	0.998677	
MSTRG.117426.1	OTHER	0.000636	0.999364	
MSTRG.117426.8	OTHER	0.001477	0.998523	
MSTRG.11791.5	OTHER	0.012491	0.987509	
MSTRG.11791.6	OTHER	0.074240	0.925760	
MSTRG.11817.1	OTHER	0.003571	0.996429	
MSTRG.11817.2	OTHER	0.003390	0.996610	
MSTRG.118701.1	OTHER	0.024734	0.975266	
MSTRG.118784.6	OTHER	0.001094	0.998906	
MSTRG.118938.1	OTHER	0.002511	0.997489	
MSTRG.118998.1	OTHER	0.012717	0.987283	
MSTRG.118998.13	OTHER	0.011238	0.988762	
MSTRG.118998.2	SP(Sec/SPI)	0.998816	0.001184	CS pos: 22-23. TMG-CF. Pr: 0.8294
MSTRG.118998.6	OTHER	0.000389	0.999611	
MSTRG.119026.1	OTHER	0.000705	0.999295	
MSTRG.119035.3	OTHER	0.024239	0.975761	
MSTRG.119485.1	SP(Sec/SPI)	0.890566	0.109434	CS pos: 20-21. TAA-QG. Pr: 0.3410
MSTRG.119485.4	OTHER	0.000350	0.999650	
MSTRG.119485.8	OTHER	0.005769	0.994231	
MSTRG.119749.3	OTHER	0.000945	0.999055	
MSTRG.119808.1	OTHER	0.000710	0.999290	
MSTRG.119808.5	OTHER	0.082233	0.917767	
MSTRG.119977.2	OTHER	0.001830	0.998170	
MSTRG.119977.7	SP(Sec/SPI)	0.985174	0.014826	CS pos: 22-23. CRC-SD. Pr: 0.8674
MSTRG.120145.1	OTHER	0.003765	0.996235	
MSTRG.120260.6	OTHER	0.006617	0.993383	
MSTRG.12030.1	OTHER	0.001295	0.998705	
MSTRG.120562.5	OTHER	0.039912	0.960088	
MSTRG.121371.1	OTHER	0.000722	0.999278	
MSTRG.121371.2	OTHER	0.000722	0.999278	
MSTRG.121808.3	OTHER	0.019340	0.980660	
MSTRG.121808.4	OTHER	0.012966	0.987034	
MSTRG.121808.8	OTHER	0.005273	0.994727	
MSTRG.12197.1	OTHER	0.011880	0.988120	
MSTRG.122192.1	OTHER	0.000443	0.999557	
MSTRG.122678.1	OTHER	0.001034	0.998966	
MSTRG.122793.1	OTHER	0.002009	0.997991	
MSTRG.122793.3	OTHER	0.000931	0.999069	
MSTRG.122867.1	OTHER	0.001030	0.998970	
MSTRG.122867.3	OTHER	0.000196	0.999804	
MSTRG.122867.4	OTHER	0.000340	0.999660	
MSTRG.122867.7	OTHER	0.001717	0.998283	
MSTRG.123016.120	OTHER	0.000597	0.999403	
MSTRG.123016.93	OTHER	0.000332	0.999668	
MSTRG.123318.1	SP(Sec/SPI)	0.983055	0.016945	CS pos: 27-28. SLA-LS. Pr: 0.5955
MSTRG.123466.5	OTHER	0.000758	0.999242	
MSTRG.123806.3	OTHER	0.075194	0.924806	
MSTRG.123903.1	OTHER	0.002625	0.997375	
MSTRG.123903.4	OTHER	0.000770	0.999230	
MSTRG.12394.2	OTHER	0.003395	0.996605	
MSTRG.124106.10	OTHER	0.001206	0.998794	
MSTRG.124106.5	SP(Sec/SPI)	0.947165	0.052835	CS pos: 23-24. VYT-DE. Pr: 0.5152
MSTRG.124308.1	OTHER	0.365926	0.634074	
MSTRG.124308.2	OTHER	0.001206	0.998794	
MSTRG.124553.1	OTHER	0.003414	0.996586	
MSTRG.125049.3	OTHER	0.002411	0.997589	
MSTRG.125193.1	SP(Sec/SPI)	0.868198	0.131802	CS pos: 29-30. VRG-DT. Pr: 0.7656
MSTRG.125203.2	OTHER	0.001097	0.998903	
MSTRG.125226.2	SP(Sec/SPI)	0.966404	0.033596	CS pos: 20-21. ILG-EH. Pr: 0.5272
MSTRG.125246.1	OTHER	0.001796	0.998204	
MSTRG.125246.5	SP(Sec/SPI)	0.913463	0.086537	CS pos: 22-23. GFC-MR. Pr: 0.4927
MSTRG.125246.8	OTHER	0.004834	0.995166	
MSTRG.125520.1	OTHER	0.000499	0.999501	
MSTRG.125523.5	OTHER	0.000303	0.999697	
MSTRG.125796.1	OTHER	0.001308	0.998692	
MSTRG.125877.2	OTHER	0.008296	0.991704	
MSTRG.125877.4	OTHER	0.011167	0.988833	
MSTRG.12728.2	OTHER	0.003128	0.996872	
MSTRG.128245.1	OTHER	0.001244	0.998756	
MSTRG.129709.1	OTHER	0.006538	0.993462	
MSTRG.129744.1	OTHER	0.002220	0.997780	
MSTRG.129744.2	OTHER	0.001197	0.998803	
MSTRG.129910.1	OTHER	0.002243	0.997757	
MSTRG.129910.3	OTHER	0.008158	0.991842	
MSTRG.129910.4	OTHER	0.000991	0.999009	
MSTRG.129910.6	OTHER	0.001435	0.998565	
MSTRG.129910.9	OTHER	0.003026	0.996974	
MSTRG.129918.2	OTHER	0.002079	0.997921	
MSTRG.129918.3	OTHER	0.000502	0.999498	
MSTRG.129918.4	OTHER	0.002110	0.997890	
MSTRG.129918.5	SP(Sec/SPI)	0.507100	0.492900	CS pos: 20-21. VTA-RC. Pr: 0.1943
MSTRG.129995.1	OTHER	0.005436	0.994564	
MSTRG.129995.3	OTHER	0.061648	0.938352	
MSTRG.130025.3	OTHER	0.015419	0.984581	
MSTRG.130764.1	OTHER	0.028167	0.971833	
MSTRG.130764.2	OTHER	0.000757	0.999243	
MSTRG.130959.1	OTHER	0.010676	0.989324	
MSTRG.131764.1	OTHER	0.000861	0.999139	
MSTRG.132085.1	OTHER	0.000328	0.999672	
MSTRG.132085.5	OTHER	0.006556	0.993444	
MSTRG.132085.6	OTHER	0.008923	0.991077	
MSTRG.132321.6	OTHER	0.014300	0.985700	
MSTRG.133170.1	OTHER	0.001901	0.998099	
MSTRG.133170.9	OTHER	0.005786	0.994214	
MSTRG.133410.1	OTHER	0.000282	0.999718	
MSTRG.133410.4	OTHER	0.000701	0.999299	
MSTRG.133660.1	OTHER	0.000342	0.999658	
MSTRG.133748.1	OTHER	0.028778	0.971222	
MSTRG.133748.3	OTHER	0.057663	0.942337	
MSTRG.133748.6	OTHER	0.000658	0.999342	
MSTRG.133748.8	OTHER	0.000799	0.999201	
MSTRG.133758.1	OTHER	0.001240	0.998760	
MSTRG.134165.1	OTHER	0.002635	0.997365	
MSTRG.134436.10	OTHER	0.078606	0.921394	
MSTRG.134436.4	OTHER	0.004796	0.995204	
MSTRG.134436.6	OTHER	0.055674	0.944326	
MSTRG.134650.1	OTHER	0.003769	0.996231	
MSTRG.135008.5	OTHER	0.004087	0.995913	
MSTRG.135284.1	OTHER	0.001022	0.998978	
MSTRG.135473.1	OTHER	0.014979	0.985021	
MSTRG.135473.2	OTHER	0.000684	0.999316	
MSTRG.135473.5	OTHER	0.011662	0.988338	
MSTRG.135789.2	OTHER	0.000937	0.999063	
MSTRG.135789.7	OTHER	0.010804	0.989196	
MSTRG.135823.10	OTHER	0.001658	0.998342	
MSTRG.135823.5	OTHER	0.027395	0.972605	
MSTRG.135864.2	OTHER	0.000428	0.999572	
MSTRG.135864.3	OTHER	0.000428	0.999572	
MSTRG.136475.1	OTHER	0.000311	0.999689	
MSTRG.136490.10	OTHER	0.000977	0.999023	
MSTRG.136642.4	OTHER	0.009528	0.990472	
MSTRG.136981.1	OTHER	0.003804	0.996196	
MSTRG.136981.2	SP(Sec/SPI)	0.677925	0.322075	CS pos: 22-23. KRA-LI. Pr: 0.2445
MSTRG.136988.7	OTHER	0.013709	0.986291	
MSTRG.137143.37	OTHER	0.002288	0.997712	
MSTRG.137270.4	OTHER	0.001528	0.998472	
MSTRG.138824.8	OTHER	0.001671	0.998329	
MSTRG.138839.2	SP(Sec/SPI)	0.909705	0.090295	CS pos: 37-38. TSA-HG. Pr: 0.5464
MSTRG.140212.2	SP(Sec/SPI)	0.832085	0.167915	CS pos: 29-30. CRG-AI. Pr: 0.3764
MSTRG.140349.11	OTHER	0.000604	0.999396	
MSTRG.140416.1	OTHER	0.001306	0.998694	
MSTRG.140486.13	OTHER	0.000808	0.999192	
MSTRG.140764.1	OTHER	0.013393	0.986607	
MSTRG.141249.6	OTHER	0.009934	0.990066	
MSTRG.141249.8	OTHER	0.016586	0.983414	
MSTRG.141444.3	OTHER	0.179035	0.820965	
MSTRG.141444.4	OTHER	0.002172	0.997828	
MSTRG.141889.1	OTHER	0.000526	0.999474	
MSTRG.141889.6	OTHER	0.002550	0.997450	
MSTRG.142748.1	OTHER	0.000384	0.999616	
MSTRG.142986.1	OTHER	0.000221	0.999779	
MSTRG.143014.1	OTHER	0.005070	0.994930	
MSTRG.143014.2	OTHER	0.001278	0.998722	
MSTRG.143038.1	OTHER	0.000647	0.999353	
MSTRG.143038.8	OTHER	0.003393	0.996607	
MSTRG.143521.1	OTHER	0.043317	0.956683	
MSTRG.143521.12	OTHER	0.003400	0.996600	
MSTRG.143521.2	OTHER	0.003822	0.996178	
MSTRG.143521.3	OTHER	0.022722	0.977278	
MSTRG.143521.6	OTHER	0.020959	0.979041	
MSTRG.143521.7	OTHER	0.000268	0.999732	
MSTRG.143521.9	OTHER	0.014253	0.985747	
MSTRG.143540.1	OTHER	0.000654	0.999346	
MSTRG.143726.1	OTHER	0.003516	0.996484	
MSTRG.143726.12	OTHER	0.000728	0.999272	
MSTRG.143726.4	OTHER	0.001309	0.998691	
MSTRG.143726.5	OTHER	0.002742	0.997258	
MSTRG.143726.8	OTHER	0.018686	0.981314	
MSTRG.143826.1	OTHER	0.013603	0.986397	
MSTRG.143826.4	OTHER	0.253007	0.746993	
MSTRG.143886.1	OTHER	0.022872	0.977128	
MSTRG.143912.9	OTHER	0.000792	0.999208	
MSTRG.144790.2	OTHER	0.000508	0.999492	
MSTRG.145816.1	OTHER	0.003444	0.996556	
MSTRG.146484.5	OTHER	0.002937	0.997063	
MSTRG.146484.7	OTHER	0.003330	0.996670	
MSTRG.146536.5	OTHER	0.001062	0.998938	
MSTRG.146597.1	OTHER	0.135030	0.864970	
MSTRG.146597.4	OTHER	0.037841	0.962159	
MSTRG.146996.1	OTHER	0.000729	0.999271	
MSTRG.14805.1	OTHER	0.000786	0.999214	
MSTRG.148292.1	SP(Sec/SPI)	0.509643	0.490357	CS pos: 34-35. VLC-QK. Pr: 0.3688
MSTRG.148760.1	SP(Sec/SPI)	0.991580	0.008420	CS pos: 25-26. VKA-ED. Pr: 0.9706
MSTRG.149002.1	OTHER	0.002411	0.997589	
MSTRG.149002.4	OTHER	0.000451	0.999549	
MSTRG.149262.1	OTHER	0.004344	0.995656	
MSTRG.149262.2	OTHER	0.003723	0.996277	
MSTRG.149262.3	OTHER	0.021422	0.978578	
MSTRG.149262.5	OTHER	0.001298	0.998702	
MSTRG.149664.5	OTHER	0.020204	0.979796	
MSTRG.149861.2	OTHER	0.003170	0.996830	
MSTRG.149863.11	OTHER	0.000906	0.999094	
MSTRG.150007.1	OTHER	0.000843	0.999157	
MSTRG.150007.3	OTHER	0.018568	0.981432	
MSTRG.15002.2	OTHER	0.015501	0.984499	
MSTRG.151241.4	OTHER	0.001212	0.998788	
MSTRG.151290.1	OTHER	0.000504	0.999496	
MSTRG.151290.4	OTHER	0.001565	0.998435	
MSTRG.151290.7	OTHER	0.060605	0.939395	
MSTRG.151331.1	OTHER	0.000391	0.999609	
MSTRG.152254.1	OTHER	0.045323	0.954677	
MSTRG.152254.3	OTHER	0.002436	0.997564	
MSTRG.152254.5	OTHER	0.013111	0.986889	
MSTRG.152597.1	OTHER	0.001903	0.998097	
MSTRG.152901.6	OTHER	0.004303	0.995697	
MSTRG.153312.2	OTHER	0.001921	0.998079	
MSTRG.154594.1	OTHER	0.002548	0.997452	
MSTRG.155461.1	SP(Sec/SPI)	0.921767	0.078233	CS pos: 23-24. ING-VG. Pr: 0.7031
MSTRG.155566.1	OTHER	0.001064	0.998936	
MSTRG.155566.4	OTHER	0.004467	0.995533	
MSTRG.155593.4	OTHER	0.000465	0.999535	
MSTRG.155917.5	OTHER	0.017037	0.982963	
MSTRG.155917.7	OTHER	0.000915	0.999085	
MSTRG.156165.1	OTHER	0.004608	0.995392	
MSTRG.156456.1	OTHER	0.000944	0.999056	
MSTRG.156613.7	OTHER	0.000589	0.999411	
MSTRG.15716.1	OTHER	0.000797	0.999203	
MSTRG.15716.4	OTHER	0.000797	0.999203	
MSTRG.15753.4	OTHER	0.004501	0.995499	
MSTRG.158782.1	OTHER	0.003055	0.996945	
MSTRG.158782.2	OTHER	0.003358	0.996642	
MSTRG.158782.4	OTHER	0.036223	0.963777	
MSTRG.159280.10	OTHER	0.000299	0.999701	
MSTRG.159280.12	OTHER	0.002826	0.997174	
MSTRG.159280.2	OTHER	0.169770	0.830230	
MSTRG.159280.7	OTHER	0.008747	0.991253	
MSTRG.159403.1	OTHER	0.006659	0.993341	
MSTRG.159691.2	OTHER	0.000936	0.999064	
MSTRG.159768.1	OTHER	0.147335	0.852665	
MSTRG.160267.3	OTHER	0.009877	0.990123	
MSTRG.160267.4	OTHER	0.000774	0.999226	
MSTRG.161085.2	OTHER	0.001113	0.998887	
MSTRG.161101.3	OTHER	0.000808	0.999192	
MSTRG.161517.1	OTHER	0.000771	0.999229	
MSTRG.161517.3	OTHER	0.001720	0.998280	
MSTRG.16159.1	OTHER	0.005859	0.994141	
MSTRG.16159.2	OTHER	0.327773	0.672227	
MSTRG.161734.1	OTHER	0.000968	0.999032	
MSTRG.161896.1	OTHER	0.006848	0.993152	
MSTRG.161896.2	OTHER	0.001625	0.998375	
MSTRG.161896.4	OTHER	0.000571	0.999429	
MSTRG.161994.1	OTHER	0.002013	0.997987	
MSTRG.161994.4	OTHER	0.013828	0.986172	
MSTRG.16208.5	OTHER	0.001805	0.998195	
MSTRG.16224.1	OTHER	0.001209	0.998791	
MSTRG.16224.3	OTHER	0.003995	0.996005	
MSTRG.162529.6	OTHER	0.000164	0.999836	
MSTRG.162559.1	OTHER	0.001619	0.998381	
MSTRG.162663.4	OTHER	0.000223	0.999777	
MSTRG.162845.10	OTHER	0.001182	0.998818	
MSTRG.163406.6	OTHER	0.001020	0.998980	
MSTRG.163559.5	OTHER	0.001357	0.998643	
MSTRG.163559.8	OTHER	0.001357	0.998643	
MSTRG.163566.3	OTHER	0.000203	0.999797	
MSTRG.163619.12	OTHER	0.018143	0.981857	
MSTRG.163619.4	OTHER	0.010717	0.989283	
MSTRG.163788.4	OTHER	0.217618	0.782382	
MSTRG.164074.3	OTHER	0.002437	0.997563	
MSTRG.16567.1	OTHER	0.017359	0.982641	
MSTRG.16910.4	SP(Sec/SPI)	0.898401	0.101599	CS pos: 20-21. LEA-SD. Pr: 0.8270
MSTRG.16910.5	OTHER	0.003310	0.996690	
MSTRG.16910.7	OTHER	0.014080	0.985920	
MSTRG.169482.12	OTHER	0.002335	0.997665	
MSTRG.174015.2	OTHER	0.000526	0.999474	
MSTRG.17536.12	OTHER	0.004994	0.995006	
MSTRG.17536.5	OTHER	0.006282	0.993718	
MSTRG.17536.6	OTHER	0.254599	0.745401	
MSTRG.17536.7	OTHER	0.001309	0.998691	
MSTRG.176024.1	OTHER	0.113582	0.886418	
MSTRG.176119.1	OTHER	0.000388	0.999612	
MSTRG.176355.12	OTHER	0.001718	0.998282	
MSTRG.176510.5	OTHER	0.000568	0.999432	
MSTRG.176510.6	OTHER	0.001492	0.998508	
MSTRG.178141.7	OTHER	0.412192	0.587808	
MSTRG.178433.1	OTHER	0.270197	0.729803	
MSTRG.178741.1	OTHER	0.001415	0.998585	
MSTRG.17947.1	SP(Sec/SPI)	0.910760	0.089240	CS pos: 26-27. CNA-LN. Pr: 0.8782
MSTRG.17947.6	OTHER	0.015081	0.984919	
MSTRG.179639.2	OTHER	0.000190	0.999810	
MSTRG.179982.4	OTHER	0.000387	0.999613	
MSTRG.179982.9	OTHER	0.324722	0.675278	
MSTRG.180181.1	OTHER	0.000901	0.999099	
MSTRG.180357.2	OTHER	0.162701	0.837299	
MSTRG.180721.9	OTHER	0.000788	0.999212	
MSTRG.18094.12	OTHER	0.000625	0.999375	
MSTRG.181113.1	OTHER	0.000180	0.999820	
MSTRG.181327.6	OTHER	0.010544	0.989456	
MSTRG.181470.3	OTHER	0.000413	0.999587	
MSTRG.182217.1	OTHER	0.000940	0.999060	
MSTRG.182273.16	OTHER	0.002973	0.997027	
MSTRG.182273.2	OTHER	0.004950	0.995050	
MSTRG.182273.6	OTHER	0.003129	0.996871	
MSTRG.182273.8	OTHER	0.045969	0.954031	
MSTRG.182933.1	OTHER	0.011517	0.988483	
MSTRG.183102.1	OTHER	0.013175	0.986825	
MSTRG.183102.7	OTHER	0.006482	0.993518	
MSTRG.183102.9	OTHER	0.278732	0.721268	
MSTRG.184529.1	OTHER	0.000414	0.999586	
MSTRG.184885.1	OTHER	0.049110	0.950890	
MSTRG.184902.1	OTHER	0.001844	0.998156	
MSTRG.186199.3	OTHER	0.000817	0.999183	
MSTRG.186813.1	OTHER	0.001248	0.998752	
MSTRG.186813.6	OTHER	0.015914	0.984086	
MSTRG.187340.1	SP(Sec/SPI)	0.964479	0.035521	CS pos: 24-25. AFS-QD. Pr: 0.5416
MSTRG.187340.7	OTHER	0.000320	0.999680	
MSTRG.187728.1	OTHER	0.001322	0.998678	
MSTRG.187728.2	OTHER	0.051376	0.948624	
MSTRG.187728.3	OTHER	0.000798	0.999202	
MSTRG.187728.8	OTHER	0.003656	0.996344	
MSTRG.187819.1	OTHER	0.000706	0.999294	
MSTRG.187819.4	OTHER	0.002635	0.997365	
MSTRG.188002.1	OTHER	0.002197	0.997803	
MSTRG.188002.3	OTHER	0.026535	0.973465	
MSTRG.18854.12	OTHER	0.001538	0.998462	
MSTRG.188666.4	OTHER	0.018525	0.981475	
MSTRG.188683.1	OTHER	0.001674	0.998326	
MSTRG.188683.4	OTHER	0.030332	0.969668	
MSTRG.188748.2	OTHER	0.001174	0.998826	
MSTRG.188785.3	OTHER	0.005013	0.994987	
MSTRG.189182.2	OTHER	0.000450	0.999550	
MSTRG.189213.1	SP(Sec/SPI)	0.998184	0.001816	CS pos: 29-30. IHA-DS. Pr: 0.8617
MSTRG.189213.13	OTHER	0.004171	0.995829	
MSTRG.1895.1	OTHER	0.000763	0.999237	
MSTRG.1895.5	OTHER	0.002404	0.997596	
MSTRG.189868.1	OTHER	0.000713	0.999287	
MSTRG.189868.2	OTHER	0.001979	0.998021	
MSTRG.189879.6	OTHER	0.002761	0.997239	
MSTRG.189982.1	OTHER	0.002101	0.997899	
MSTRG.189982.2	OTHER	0.005634	0.994366	
MSTRG.189982.6	SP(Sec/SPI)	0.626434	0.373566	CS pos: 17-18. CVS-RE. Pr: 0.3612
MSTRG.190100.3	OTHER	0.216695	0.783305	
MSTRG.190100.4	OTHER	0.001982	0.998018	
MSTRG.190426.1	OTHER	0.002837	0.997163	
MSTRG.190441.1	OTHER	0.003005	0.996995	
MSTRG.190441.9	OTHER	0.013072	0.986928	
MSTRG.190443.1	OTHER	0.000946	0.999054	
MSTRG.190443.7	OTHER	0.000597	0.999403	
MSTRG.190454.8	OTHER	0.000648	0.999352	
MSTRG.190492.4	SP(Sec/SPI)	0.981383	0.018617	CS pos: 22-23. SIA-TS. Pr: 0.4826
MSTRG.190630.1	SP(Sec/SPI)	0.994788	0.005212	CS pos: 22-23. GTG-DK. Pr: 0.7008
MSTRG.190630.6	OTHER	0.001596	0.998404	
MSTRG.19230.3	OTHER	0.022298	0.977702	
MSTRG.19230.4	OTHER	0.038053	0.961947	
MSTRG.19327.3	OTHER	0.002027	0.997973	
MSTRG.19331.4	OTHER	0.005113	0.994887	
MSTRG.19376.1	OTHER	0.000504	0.999496	
MSTRG.193992.1	SP(Sec/SPI)	0.914350	0.085650	CS pos: 44-45. CLA-NP. Pr: 0.5370
MSTRG.194068.7	OTHER	0.041740	0.958260	
MSTRG.194536.2	OTHER	0.003778	0.996222	
MSTRG.194536.3	OTHER	0.001549	0.998451	
MSTRG.194536.4	OTHER	0.001892	0.998108	
MSTRG.194605.2	SP(Sec/SPI)	0.536896	0.463104	CS pos: 19-20. TFC-HP. Pr: 0.3614
MSTRG.195875.1	OTHER	0.007255	0.992745	
MSTRG.19594.8	OTHER	0.007422	0.992578	
MSTRG.196045.1	OTHER	0.000320	0.999680	
MSTRG.196045.3	OTHER	0.002249	0.997751	
MSTRG.196045.8	OTHER	0.249055	0.750945	
MSTRG.196532.4	OTHER	0.002676	0.997324	
MSTRG.196668.12	OTHER	0.003311	0.996689	
MSTRG.196668.7	OTHER	0.019369	0.980631	
MSTRG.196767.1	OTHER	0.002086	0.997914	
MSTRG.196767.11	OTHER	0.082895	0.917105	
MSTRG.196767.9	OTHER	0.005520	0.994480	
MSTRG.197279.2	OTHER	0.003568	0.996432	
MSTRG.197701.1	OTHER	0.030124	0.969876	
MSTRG.197701.5	OTHER	0.137841	0.862159	
MSTRG.197724.6	OTHER	0.003911	0.996089	
MSTRG.197724.7	OTHER	0.012226	0.987774	
MSTRG.197724.8	SP(Sec/SPI)	0.567853	0.432147	CS pos: 23-24. VKV-IE. Pr: 0.1604
MSTRG.198447.5	OTHER	0.002757	0.997243	
MSTRG.19862.1	OTHER	0.000799	0.999201	
MSTRG.198959.1	OTHER	0.002449	0.997551	
MSTRG.199280.14	OTHER	0.160237	0.839763	
MSTRG.199280.3	OTHER	0.012713	0.987287	
MSTRG.199280.4	OTHER	0.001816	0.998184	
MSTRG.199315.1	OTHER	0.000734	0.999266	
MSTRG.199434.1	OTHER	0.001807	0.998193	
MSTRG.199434.2	OTHER	0.009159	0.990841	
MSTRG.203525.1	OTHER	0.001295	0.998705	
MSTRG.203634.1	OTHER	0.006368	0.993632	
MSTRG.203860.1	OTHER	0.013093	0.986907	
MSTRG.203860.2	OTHER	0.004753	0.995247	
MSTRG.203860.4	OTHER	0.000617	0.999383	
MSTRG.2039.1	OTHER	0.000810	0.999190	
MSTRG.204018.1	OTHER	0.001364	0.998636	
MSTRG.204823.2	OTHER	0.003279	0.996721	
MSTRG.204823.6	OTHER	0.004777	0.995223	
MSTRG.205161.1	OTHER	0.001534	0.998466	
MSTRG.205566.1	OTHER	0.000916	0.999084	
MSTRG.206360.1	OTHER	0.001532	0.998468	
MSTRG.206372.7	SP(Sec/SPI)	0.925334	0.074666	CS pos: 21-22. AWA-FS. Pr: 0.7375
MSTRG.206374.1	OTHER	0.025621	0.974379	
MSTRG.206374.5	OTHER	0.035299	0.964701	
MSTRG.206599.20	OTHER	0.001857	0.998143	
MSTRG.20660.2	OTHER	0.003102	0.996898	
MSTRG.20660.5	OTHER	0.018750	0.981250	
MSTRG.20660.8	OTHER	0.012010	0.987990	
MSTRG.206621.1	OTHER	0.000606	0.999394	
MSTRG.208389.1	OTHER	0.001058	0.998942	
MSTRG.208389.11	OTHER	0.003668	0.996332	
MSTRG.208389.15	OTHER	0.001874	0.998126	
MSTRG.208389.2	OTHER	0.001058	0.998942	
MSTRG.209845.1	OTHER	0.003203	0.996797	
MSTRG.209845.3	OTHER	0.070018	0.929982	
MSTRG.210023.1	OTHER	0.001468	0.998532	
MSTRG.210023.8	OTHER	0.001096	0.998904	
MSTRG.210074.4	OTHER	0.000189	0.999811	
MSTRG.210710.1	OTHER	0.011878	0.988122	
MSTRG.210710.4	OTHER	0.001171	0.998829	
MSTRG.210739.2	OTHER	0.053688	0.946312	
MSTRG.212008.1	OTHER	0.021480	0.978520	
MSTRG.212008.3	OTHER	0.165789	0.834211	
MSTRG.212008.5	OTHER	0.034297	0.965703	
MSTRG.212008.7	OTHER	0.014776	0.985224	
MSTRG.212561.1	OTHER	0.001203	0.998797	
MSTRG.212561.4	OTHER	0.161049	0.838951	
MSTRG.212561.5	OTHER	0.024818	0.975182	
MSTRG.212561.6	OTHER	0.002004	0.997996	
MSTRG.213114.1	OTHER	0.000739	0.999261	
MSTRG.213114.7	OTHER	0.000493	0.999507	
MSTRG.213163.7	OTHER	0.000934	0.999066	
MSTRG.213514.1	OTHER	0.002575	0.997425	
MSTRG.213553.1	OTHER	0.005628	0.994372	
MSTRG.213643.1	OTHER	0.001868	0.998132	
MSTRG.213643.4	OTHER	0.002085	0.997915	
MSTRG.213916.2	OTHER	0.000369	0.999631	
MSTRG.214192.1	OTHER	0.001593	0.998407	
MSTRG.214192.2	OTHER	0.026654	0.973346	
MSTRG.214192.3	OTHER	0.003001	0.996999	
MSTRG.214192.7	OTHER	0.003225	0.996775	
MSTRG.214701.1	OTHER	0.001277	0.998723	
MSTRG.214701.4	OTHER	0.001252	0.998748	
MSTRG.214702.2	OTHER	0.008332	0.991668	
MSTRG.214702.3	OTHER	0.010894	0.989106	
MSTRG.214748.1	OTHER	0.000905	0.999095	
MSTRG.215259.3	OTHER	0.001574	0.998426	
MSTRG.215570.1	OTHER	0.006869	0.993131	
MSTRG.215570.2	OTHER	0.010796	0.989204	
MSTRG.216254.3	OTHER	0.001441	0.998559	
MSTRG.216383.8	OTHER	0.001904	0.998096	
MSTRG.216399.15	OTHER	0.363387	0.636613	
MSTRG.216399.16	OTHER	0.000746	0.999254	
MSTRG.216408.1	OTHER	0.001795	0.998205	
MSTRG.216505.4	OTHER	0.000838	0.999162	
MSTRG.216505.5	OTHER	0.000838	0.999162	
MSTRG.216528.1	OTHER	0.000581	0.999419	
MSTRG.216656.2	OTHER	0.001618	0.998382	
MSTRG.216656.4	OTHER	0.000816	0.999184	
MSTRG.216748.2	OTHER	0.014217	0.985783	
MSTRG.216780.2	OTHER	0.003261	0.996739	
MSTRG.216940.1	OTHER	0.001972	0.998028	
MSTRG.21703.3	OTHER	0.003729	0.996271	
MSTRG.21703.8	OTHER	0.004592	0.995408	
MSTRG.218425.1	OTHER	0.028294	0.971706	
MSTRG.218425.10	OTHER	0.014860	0.985140	
MSTRG.218425.14	OTHER	0.008523	0.991477	
MSTRG.218425.2	OTHER	0.003680	0.996320	
MSTRG.218425.6	OTHER	0.364768	0.635232	
MSTRG.218425.8	OTHER	0.001151	0.998849	
MSTRG.218749.1	OTHER	0.000622	0.999378	
MSTRG.22123.1	OTHER	0.001179	0.998821	
MSTRG.22123.3	SP(Sec/SPI)	0.686429	0.313571	CS pos: 26-27. CHG-IE. Pr: 0.6518
MSTRG.221718.2	OTHER	0.002664	0.997336	
MSTRG.221718.3	OTHER	0.009555	0.990445	
MSTRG.221718.8	SP(Sec/SPI)	0.854513	0.145487	CS pos: 19-20. LCC-FK. Pr: 0.3680
MSTRG.221724.1	OTHER	0.098981	0.901019	
MSTRG.221724.3	OTHER	0.001394	0.998606	
MSTRG.221724.4	OTHER	0.010321	0.989679	
MSTRG.222085.1	OTHER	0.001281	0.998719	
MSTRG.222253.4	OTHER	0.020663	0.979337	
MSTRG.222411.1	OTHER	0.001453	0.998547	
MSTRG.222486.2	OTHER	0.001242	0.998758	
MSTRG.222802.1	OTHER	0.008775	0.991225	
MSTRG.222802.2	OTHER	0.007995	0.992005	
MSTRG.222802.3	OTHER	0.003025	0.996975	
MSTRG.222916.19	OTHER	0.004764	0.995236	
MSTRG.222916.5	OTHER	0.003507	0.996493	
MSTRG.223038.1	OTHER	0.001144	0.998856	
MSTRG.223084.1	OTHER	0.001002	0.998998	
