"","zfin_id_symbol","Mouse.Symbol"
"2081","polr3b","Polr3b"
"2083","puf60a","Puf60"
"2085","arrb2a","Arrb2"
"2088","txlna","Txlna"
"2090","fanci","Fanci"
"2092","cyp26b1","Cyp26b1"
"2097","mtres1","Mtres1"
"2099","arrdc3a","Arrdc3"
"2101","chkb","Chkb"
"2103","nampt2","Nampt"
"2104","ptpn3","Ptpn3"
"2106","igf2b","Igf2"
"2111","cdk16","Cdk16"
"2113","maea","Maea"
"2115","suco","Suco"
"2117","trim37","Trim37"
"2119","cstf1","Cstf1"
"2121","ttpal","Ttpal"
"2123","stub1","Stub1"
"2125","tpm4b","Tpm4"
"2127","lrrc8c","Lrrc8c"
"2129","rnf10","Rnf10"
"2131","mtor","Mtor"
"2134","ube2l3a","Ube2l3"
"2136","qser1","Qser1"
"2138","clk2a","Clk2"
"2140","hbs1l","Hbs1l"
"2142","klf10","Klf10"
"2145","farp2","Farp2"
"2149","ska3","Ska3"
"2151","hnf1bb","Hnf1b"
"2155","mllt11","Mllt11"
"2157","camsap2a","Camsap2"
"2159","rbm5","Rbm5"
"2161","slc39a6","Slc39a6"
"2163","dapk3","Dapk3"
"2164","atp6v0a1a","Atp6v0a1"
"2166","fstl1b","Fstl1"
"2168","psd2","Psd2"
"2170","dazap2","Dazap2"
"2172","bri3","Bri3"
"2174","psmc6","Psmc6"
"2176","ercc3","Ercc3"
"2178","naa35","Naa35"
"2179","xpo4","Xpo4"
"2181","slc44a2","Slc44a2"
"2183","slc6a6b","Slc6a6"
"2185","eif2s2","Eif2s2"
"2187","sept8a","Septin8"
"2190","cacfd1","Cacfd1"
"2192","dnajc4","Dnajc4"
"2194","rad54l2","Rad54l2"
"2196","rgs6","Rgs6"
"2198","fkbp10b","Fkbp10"
"2200","hmox1a","Hmox1"
"2202","slc35e2b","Slc35e2"
"2204","nob1","Nob1"
"2206","pan2","Pan2"
"2208","snd1","Snd1"
"2211","chsy1","Chsy1"
"2216","bhlhe40","Bhlhe40"
"2218","tbc1d8b","Tbc1d8b"
"2221","dpysl5a","Dpysl5"
"2224","phb2a","Phb2"
"2225","apoa4b.2","Apoa4"
"2226","hmga2","Hmga2"
"2229","dlg5a","Dlg5"
"2231","ilf3a","Ilf3"
"2233","dhodh","Dhodh"
"2235","slc2a1a","Slc2a1"
"2236","npc1","Npc1"
"2237","plod1a","Plod1"
"2239","mmachc","Mmachc"
"2240","cxxc5a","Cxxc5"
"2242","ap1g1","Ap1g1"
"2245","scamp5a","Scamp5"
"2247","zdhhc6","Zdhhc6"
"2249","eme1","Eme1"
"2252","smc3","Smc3"
"2254","zmat2","Zmat2"
"2257","bptf","Bptf"
"2259","clic1","Clic1"
"2261","ubiad1","Ubiad1"
"2263","taf2","Taf2"
"2265","oga","Oga"
"2267","txlnba","Txlnb"
"2269","tmem165","Tmem165"
"2272","wdtc1","Wdtc1"
"2274","spega","Speg"
"2275","hdac6","Hdac6"
"2277","phldb2b","Phldb2"
"2278","pabpc1a","Pabpc1"
"2280","atxn2l","Atxn2l"
"2282","cpt1ab","Cpt1a"
"2283","ppp6r3","Ppp6r3"
"2285","suz12b","Suz12"
"2287","cenpt","Cenpt"
"2289","fermt1","Fermt1"
"2291","zc3h11a","Zc3h11a"
"2292","psip1b","Psip1"
"2295","cpsf3","Cpsf3"
"2296","taldo1","Taldo1"
"2298","sclt1","Sclt1"
"2300","zfyve26","Zfyve26"
"2303","gosr2","Gosr2"
"2305","slc25a16","Slc25a16"
"2308","mpc2b","Mpc2"
"2310","hltf","Hltf"
"2312","fam234b","Fam234b"
"2314","wdr82","Wdr82"
"2316","h1-0","H1f0"
"2317","micu2","Micu2"
"2318","aup1","Aup1"
"2320","cul3a","Cul3"
"2322","atad5b","Atad5"
"2324","wdr81","Wdr81"
"2326","tsc1b","Tsc1"
"2328","hmgb1a","Hmgb1"
"2332","arl11","Arl11"
"2336","dgcr8","Dgcr8"
"2338","ubl3a","Ubl3"
"2340","stag2a","Stag2"
"2341","dicer1","Dicer1"
"2343","snupn","Snupn"
"2347","mylk3","Mylk3"
"2349","bloc1s5","Bloc1s5"
"2351","papola","Papola"
"2353","si:rp71-19m20.1","2310057M21Rik"
"2355","ptprna","Ptprn"
"2358","mthfsd","Mthfsd"
"2360","chfr","Chfr"
"2362","med13b","Med13"
"2363","ctsh","Ctsh"
"2367","gtf2b","Gtf2b"
"2369","dennd10","Dennd10"
"2371","rprd1b","Rprd1b"
"2373","rccd1","Rccd1"
"2375","sec22a","Sec22a"
"2377","fbxl14b","Fbxl14"
"2378","cpne1","Cpne1"
"2381","slc22a23","Slc22a23"
"2383","nt5c2a","Nt5c2"
"2385","klf11a","Klf11"
"2391","lmo4b","Lmo4"
"2393","zcchc24","Zcchc24"
"2395","fnip1","Fnip1"
"2397","swap70b","Swap70"
"2400","pofut2","Pofut2"
"2401","pnisr","Pnisr"
"2403","las1l","Las1l"
"2405","sema7a","Sema7a"
"2406","cdc42bpb","Cdc42bpb"
"2408","sp8b","Sp8"
"2410","usp7","Usp7"
"2412","aars1","Aars"
"2414","magt1","Magt1"
"2415","adgrg1","Adgrg1"
"2417","tspan17","Tspan17"
"2419","sgcd","Sgcd"
"2421","nsg2","Nsg2"
"2423","tp53bp1","Trp53bp1"
"2425","sept7b","Septin7"
"2427","scaf8","Scaf8"
"2429","lamp1a","Lamp1"
"2432","mrps31","Mrps31"
"2434","kifc3","Kifc3"
"2436","bnc1","Bnc1"
"2437","sdcbp2","Sdcbp2"
"2439","slc6a11a","Slc6a11"
"2441","hnrnpua","Hnrnpu"
"2443","epha7","Epha7"
"2445","gemin2","Gemin2"
"2447","ptprn2","Ptprn2"
"2450","pak2b","Pak2"
"2452","tsr1","Tsr1"
"2454","tnika","Tnik"
"2456","ogfr","Ogfr"
"2458","ptena","Pten"
"2460","tardbp","Tardbp"
"2463","zfr","Zfr"
"2465","ctr9","Ctr9"
"2467","prr14","Prr14"
"2469","thoc5","Thoc5"
"2471","mon1bb","Mon1b"
"2472","chrng","Chrng"
"2476","src","Src"
"2478","ssh2a","Ssh2"
"2480","mks1","Mks1"
"2481","eif3ea","Eif3e"
"2483","uchl1","Uchl1"
"2484","napepld","Napepld"
"2485","mms22l","Mms22l"
"2487","phf12a","Phf12"
"2489","myt1a","Myt1"
"2491","ankrd13c","Ankrd13c"
"2493","elapor2b","Elapor2"
"2495","inppl1a","Inppl1"
"2497","gpd1b","Gpd1"
"2499","arhgap27","Arhgap27"
"2501","ankrd11","Ankrd11"
"2503","mkln1","Mkln1"
"2505","api5","Api5"
"2507","bzw1a","Bzw1"
"2509","dtnba","Dtnb"
"2511","ddx31","Ddx31"
"2513","rab18a","Rab18"
"2515","map1sa","Map1s"
"2516","drap1","Drap1"
"2518","prps1b","Prps1"
"2520","wbp2nl","Wbp2nl"
"2522","olig2","Olig2"
"2527","nsun2","Nsun2"
"2529","greb1l","Greb1l"
"2531","tapt1b","Tapt1"
"2533","creb3l4","Creb3l4"
"2534","pigp","Pigp"
"2536","calr","Calr"
"2537","ccdc102a","Ccdc102a"
"2539","pde4cb","Pde4c"
"2541","dhx57","Dhx57"
"2543","chp1","Chp1"
"2545","mier1a","Mier1"
"2547","mob3a","Mob3a"
"2549","scrt2","Scrt2"
"2552","dync1li1","Dync1li1"
"2554","filip1a","Filip1"
"2556","lima1b","Lima1"
"2558","atp6v0cb","Atp6v0c"
"2561","irf2a","Irf2"
"2563","mark2a","Mark2"
"2565","tpra1","Tpra1"
"2568","fstl1a","Fstl1"
"2570","scnm1","Scnm1"
"2572","katnbl1","Katnbl1"
"2574","r3hcc1l","R3hcc1l"
"2576","pkp1b","Pkp1"
"2578","syne1a","Syne1"
"2580","nrip1b","Nrip1"
"2582","mt2","Mt2"
"2584","coro1cb","Coro1c"
"2586","spsb3a","Spsb3"
"2588","kdelr2b","Kdelr2"
"2590","nol11","Nol11"
"2592","fbxo9","Fbxo9"
"2594","ube2al","Ube2a"
"2595","tmem260","Tmem260"
"2599","tagln3b","Tagln3"
"2601","vamp5","Vamp5"
"2603","daam1b","Daam1"
"2604","mbd1a","Mbd1"
"2606","pcdh19","Pcdh19"
"2609","pars2","Pars2"
"2611","trap1","Trap1"
"2613","hmg20b","Hmg20b"
"2615","atn1","Atn1"
"2617","tspearb","Tspear"
"2619","ddx39aa","Ddx39a"
"2620","pcm1","Pcm1"
"2622","pof1b","Pof1b"
"2623","guf1","Guf1"
"2625","creb3l3a","Creb3l3"
"2628","psmd9","Psmd9"
"2629","cyth1b","Cyth1"
"2631","tmem63ba","Tmem63b"
"2633","lgals3b","Lgals3"
"2635","trim8b","Trim8"
"2637","ppp1r13bb","Ppp1r13b"
"2639","setb","Set"
"2641","atf1","Atf1"
"2643","rnf169","Rnf169"
"2645","nkx2.9","Nkx2-9"
"2647","rpl27","Rpl27"
"2649","usp24","Usp24"
"2651","khsrp","Khsrp"
"2653","nr2f6a","Nr2f6"
"2657","col1a1b","Col1a1"
"2661","twf1a","Twf1"
"2663","jam3b","Jam3"
"2667","parvb","Parvb"
"2669","pfas","Pfas"
"2670","nckap1","Nckap1"
"2672","atp6v0b","Atp6v0b"
"2674","pdss1","Pdss1"
"2676","ndufab1b","Ndufab1"
"2678","etfa","Etfa"
"2680","zbtb48","Zbtb48"
"2682","arid1b","Arid1b"
"2684","zmynd19","Zmynd19"
"2686","mprip","Mprip"
"2688","chchd3b","Chchd3"
"2689","selenoo1","Selenoo"
"2692","anln","Anln"
"2693","epas1a","Epas1"
"2697","msl1b","Msl1"
"2698","tbc1d10aa","Tbc1d10a"
"2699","hmgxb4b","Hmgxb4"
"2701","dohh","Dohh"
"2703","zc3h7ba","Zc3h7b"
"2706","wdr76","Wdr76"
"2708","sh3gl1a","Sh3gl1"
"2711","chd4b","Chd4"
"2713","nucks1b","Nucks1"
"2715","naf1","Naf1"
"2717","gtf2f1","Gtf2f1"
"2719","sap30bp","Sap30bp"
"2721","ipo7","Ipo7"
"2723","nup153","Nup153"
"2725","cidec","Cidec"
"2727","dgat1a","Dgat1"
"2730","vegfab","Vegfa"
"2733","f2","F2"
"2736","si:dkey-46a10.3","AW549877"
"2738","si","Sis"
"2740","slc13a5a","Slc13a5"
"2742","ttpa","Ttpa"
"2743","hexim1","Hexim1"
"2746","mfsd12a","Mfsd12"
"2750","tcn2","Tcn2"
"2751","nupr1b","Nupr1"
"2754","tmem9b","Tmem9b"
"2756","slc15a1b","Slc15a1"
"2758","plxna4","Plxna4"
"2762","fbxo28","Fbxo28"
"2764","rasa1a","Rasa1"
"2766","slc41a1","Slc41a1"
"2770","gnptab","Gnptab"
"2773","habp2","Habp2"
"2775","fhl3a","Fhl3"
"2777","sst1.1","Sst"
"2779","tgif1","Tgif1"
"2781","slc6a19b","Slc6a19"
"2782","nucb2b","Nucb2"
"2783","ndufs1","Ndufs1"
"2785","gramd4b","Gramd4"
"2787","anpepa","Anpep"
"2789","mta2","Mta2"
"2791","ccnl1b","Ccnl1"
"2793","akt1s1","Akt1s1"
"2795","plekhg4","Plekhg4"
"2797","rtf2","Rtf2"
"2799","hhip","Hhip"
"2801","stk40","Stk40"
"2803","slc14a2","Slc14a2"
"2805","alms1","Alms1"
"2806","tnksb","Tnks"
"2807","ss18","Ss18"
"2808","gpd2","Gpd2"
"2811","pxmp4","Pxmp4"
"2813","ssr4","Ssr4"
"2815","nf1a","Nf1"
"2817","mbtps1","Mbtps1"
"2819","tmed10","Tmed10"
"2821","esf1","Esf1"
"2823","acsl3b","Acsl3"
"2825","ppp4r2a","Ppp4r2"
"2827","pif1","Pif1"
"2828","tlk1b","Tlk1"
"2830","znf839","Zfp839"
"2832","ash2l","Ash2l"
"2833","arhgap21b","Arhgap21"
"2835","cbx1a","Cbx1"
"2837","eef1e1","Eef1e1"
"2839","sgsh","Sgsh"
"2841","lnpa","Lnpk"
"2843","rbms1a","Rbms1"
"2845","mn1a","Mn1"
"2847","chd9","Chd9"
"2849","cdk13","Cdk13"
"2851","lrrc42","Lrrc42"
"2853","chchd3a","Chchd3"
"2855","ccdc28a","Ccdc28a"
"2858","arl8a","Arl8a"
"2860","edc4","Edc4"
"2862","cnbpa","Cnbp"
"2864","pttg1ipa","Pttg1ip"
"2866","zbtb11","Zbtb11"
"2868","gclc","Gclc"
"2870","asap2b","Asap2"
"2872","ola1","Ola1"
"2874","znf740a","Zfp740"
"2876","actr8","Actr8"
"2878","cby1","Cby1"
"2880","psmc4","Psmc4"
"2881","znf609b","Zfp609"
"2883","nat9","Nat9"
"2885","hmg20a","Hmg20a"
"2887","magi1b","Magi1"
"2889","ak2","Ak2"
"2891","rab28","Rab28"
"2892","ccnk","Ccnk"
"2894","myo1ea","Myo1e"
"2896","eef2b","Eef2"
"2898","tmem106a","Tmem106a"
"2900","cnn3a","Cnn3"
"2902","c1qtnf2","C1qtnf2"
"2904","ier5l","Ier5l"
"2906","prpf4","Prpf4"
"2907","wrap53","Wrap53"
"2909","tecrb","Tecr"
"2911","rpl5a","Rpl5"
"2913","cox5ab","Cox5a"
"2915","gabarapa","Gabarap"
"2917","csgalnact2","Csgalnact2"
"2918","espl1","Espl1"
"2920","haus2","Haus2"
"2922","mrm2","Mrm2"
"2924","capns1b","Capns1"
"2925","vamp8","Vamp8"
"2927","si:ch73-111k22.2","2310022B05Rik"
"2929","pdlim1","Pdlim1"
"2930","arf2b","Arf2"
"2932","capza1a","Capza1"
"2934","rnf2","Rnf2"
"2937","zgc:77056","1110059G10Rik"
"2939","irx3b","Irx3"
"2944","bri3bp","Bri3bp"
"2946","eif2s1a","Eif2s1"
"2949","rnf145b","Rnf145"
"2951","uck2b","Uck2"
"2953","wee1","Wee1"
"2954","arpc2","Arpc2"
"2956","cpsf6","Cpsf6"
"2958","wu:fa25f02","1810055G02Rik"
"2960","degs1","Degs1"
"2962","cpxm1a","Cpxm1"
"2964","polr1a","Polr1a"
"2966","napab","Napa"
"2968","rpl12","Rpl12"
"2970","mrpl20","Mrpl20"
"2972","hlx1","Hlx"
"2974","clp1","Clp1"
"2976","prr33","Prr33"
"2978","hlcs","Hlcs"
"2980","lrwd1","Lrwd1"
"2982","hyou1","Hyou1"
"2985","traf2b","Traf2"
"2988","slc26a11","Slc26a11"
"2990","rhot1a","Rhot1"
"2993","asb2a.1","Asb2"
"2995","tent5c","Tent5c"
"2997","chaf1a","Chaf1a"
"2999","ctsa","Ctsa"
"3001","apba2b","Apba2"
"3003","tmem51b","Tmem51"
"3005","pgam1b","Pgam1"
"3007","mynn","Mynn"
"3009","kdm5ba","Kdm5b"
"3011","stap2a","Stap2"
"3013","pcmtd1","Pcmtd1"
"3015","top1","Top1"
"3017","spg7","Spg7"
"3019","st13","St13"
"3021","get4","Get4"
"3022","vcp","Vcp"
"3024","micall2a","Micall2"
"3026","asb8","Asb8"
"3028","ccdc18","Ccdc18"
"3030","rac1a","Rac1"
"3031","immt","Immt"
"3033","rfng","Rfng"
"3035","cnn2","Cnn2"
"3036","cul5a","Cul5"
"3038","ppp6r2a","Ppp6r2"
"3040","fxr1","Fxr1"
"3042","knl1","Knl1"
"3044","usp36","Usp36"
"3046","dnajb1b","Dnajb1"
"3048","zmym4","Zmym4"
"3050","hdac10","Hdac10"
"3054","ppp2r2ab","Ppp2r2a"
"3056","pnrc2","Pnrc2"
"3057","sec23b","Sec23b"
"3059","bag4","Bag4"
"3061","elovl7b","Elovl7"
"3063","nanog","Nanog"
"3068","slc16a3","Slc16a3"
"3070","sec22bb","Sec22b"
"3072","pdia4","Pdia4"
"3074","ppp1r3b","Ppp1r3b"
"3076","acta1b","Acta1"
"3080","cbx2","Cbx2"
"3081","castor2","Castor2"
"3083","cavin1b","Cavin1"
"3085","ube2d3","Ube2d3"
"3087","zgc:66160","1810013L24Rik"
"3089","nasp","Nasp"
"3091","ppp1cab","Ppp1ca"
"3092","slc35f2","Slc35f2"
"3094","si:ch211-215a10.4","2310061I04Rik"
"3096","rnpepl1","Rnpepl1"
"3098","klhl11","Klhl11"
"3100","eapp","Eapp"
"3102","f5","F5"
"3103","mapkapk2a","Mapkapk2"
"3105","ercc4","Ercc4"
"3107","qrsl1","Qrsl1"
"3109","psmd7","Psmd7"
"3110","srp72","Srp72"
"3112","rbm25b","Rbm25"
"3113","krit1","Krit1"
"3114","mtmr6","Mtmr6"
"3116","znf710a","Zfp710"
"3118","keap1a","Keap1"
"3121","myclb","Mycl"
"3123","cars2","Cars2"
"3127","ice1","Ice1"
"3128","twnk","Twnk"
"3130","memo1","Memo1"
"3132","rgs14a","Rgs14"
"3134","kpna4","Kpna4"
"3136","cited1","Cited1"
"3138","bin2b","Bin2"
"3140","aldh18a1","Aldh18a1"
"3141","ndrg3b","Ndrg3"
"3143","rrad","Rrad"
"3145","kcnd3","Kcnd3"
"3147","fam210aa","Fam210a"
"3149","hsd17b12a","Hsd17b12"
"3151","cntn5","Cntn5"
"3153","jade1","Jade1"
"3155","slc30a7","Slc30a7"
"3157","slc12a8","Slc12a8"
"3159","rasa2","Rasa2"
"3161","hsd3b7","Hsd3b7"
"3163","ubxn6","Ubxn6"
"3165","wee2","Wee2"
"3167","snw1","Snw1"
"3169","ckmt2a","Ckmt2"
"3171","tgds","Tgds"
"3172","rhoq","Rhoq"
"3174","psat1","Psat1"
"3175","arid1ab","Arid1a"
"3177","gabpb2a","Gabpb2"
"3179","traf6","Traf6"
"3180","cfdp1","Cfdp1"
"3184","usp42","Usp42"
"3186","ift88","Ift88"
"3189","ccdc82","Ccdc82"
"3191","kif14","Kif14"
"3193","clk4a","Clk4"
"3195","porb","Por"
"3197","prpf8","Prpf8"
"3199","hpxa","Hpx"
"3201","lpcat4","Lpcat4"
"3203","ccnt2a","Ccnt2"
"3205","grm4","Grm4"
"3206","rasgef1ba","Rasgef1b"
"3210","bnc2","Bnc2"
"3212","klhl18","Klhl18"
"3213","diras1a","Diras1"
"3215","scarb2c","Scarb2"
"3217","rbmx","Rbmx"
"3219","prx","Prx"
"3221","snapc4","Snapc4"
"3224","tk1","Tk1"
"3226","ints14","Ints14"
"3228","agfg1a","Agfg1"
"3230","pmpca","Pmpca"
"3232","chp2","Chp2"
"3233","cdc42ep5","Cdc42ep5"
"3235","fem1a","Fem1a"
"3236","rsf1b.1","Rsf1"
"3237","pabpc1l","Pabpc1l"
"3239","phf20l1","Phf20l1"
"3241","cnot3b","Cnot3"
"3243","cirbpb","Cirbp"
"3245","spns2","Spns2"
"3248","lrrc8aa","Lrrc8a"
"3251","znf652","Zfp652"
"3254","gnai2b","Gnai2"
"3256","tmprss4b","Tmprss4"
"3260","isy1","Isy1"
"3261","slc15a2","Slc15a2"
"3263","cux1a","Cux1"
"3265","lrpap1","Lrpap1"
"3267","osbpl5","Osbpl5"
"3269","zfp36l2","Zfp36l2"
"3271","ppp1cc","Ppp1cc"
"3274","poldip2","Poldip2"
"3276","bard1","Bard1"
"3278","tmem30ab","Tmem30a"
"3279","ndel1b","Ndel1"
"3280","phf23b","Phf23"
"3282","cpt1a2a","Cpt1a"
"3286","ginm1","Ginm1"
"3288","gclm","Gclm"
"3290","ssh1b","Ssh1"
"3292","srsf4","Srsf4"
"3295","ptpn11a","Ptpn11"
"3299","xpo6","Xpo6"
"3300","trim24","Trim24"
"3302","fxyd6","Fxyd6"
"3304","fbxl14a","Fbxl14"
"3306","vwa1","Vwa1"
"3307","rbm38","Rbm38"
"3309","brdt","Brdt"
"3311","ampd3b","Ampd3"
"3313","adnp2b","Adnp2"
"3315","il11ra","Il11ra1"
"3316","exoc3","Exoc3"
"3318","tnfrsf21","Tnfrsf21"
"3320","klhl26","Klhl26"
"3322","trmt5","Trmt5"
"3324","akap1a","Akap1"
"3326","gtpbp4","Gtpbp4"
"3328","proser3","Proser3"
"3330","taf5l","Taf5l"
"3332","jpt2","Jpt2"
"3334","wtap","Wtap"
"3335","rnf146","Rnf146"
"3337","tmpoa","Tmpo"
"3339","vps51","Vps51"
"3341","rnf168","Rnf168"
"3343","hspa4b","Hspa4"
"3345","gdpd5b","Gdpd5"
"3347","hsd11b2","Hsd11b2"
"3350","naa15b","Naa15"
"3352","cdv3","Cdv3"
"3354","tsn","Tsn"
"3355","abi3bpb","Abi3bp"
"3357","tmem39b","Tmem39b"
"3359","bcan","Bcan"
"3361","eno1a","Eno1"
"3363","srsf11","Srsf11"
"3365","hacd2","Hacd2"
"3367","zgc:162344","AW554918"
"3369","lrrc40","Lrrc40"
"3371","ube2g1a","Ube2g1"
"3373","mapre1a","Mapre1"
"3375","cdca7b","Cdca7l"
"3377","nipblb","Nipbl"
"3379","fam43a","Fam43a"
"3381","mknk2a","Mknk2"
"3383","ror1","Ror1"
"3387","hgs","Hgs"
"3389","tmem131l","Tmem131l"
"3391","bmp15","Bmp15"
"3394","insig1","Insig1"
"3395","mat1a","Mat1a"
"3397","aldh7a1","Aldh7a1"
"3398","ifrd1","Ifrd1"
"3400","rnf34a","Rnf34"
"3402","fam3c","Fam3c"
"3403","osbpl2b","Osbpl2"
"3405","smndc1","Smndc1"
"3407","ldhd","Ldhd"
"3409","asb3","Asb3"
"3411","elovl7a","Elovl7"
"3413","mmp13b","Mmp13"
"3414","hnrnpa0b","Hnrnpa0"
"3416","gnl3","Gnl3"
"3419","eif3c","Eif3c"
"3420","tinf2","Tinf2"
"3422","psmd12","Psmd12"
"3425","rabl6a","Rabl6"
"3427","mlst8","Mlst8"
"3429","mgrn1a","Mgrn1"
"3431","myom2a","Myom2"
"3433","agk","Agk"
"3435","nufip1","Nufip1"
"3436","pls1","Pls1"
"3439","ddx23","Ddx23"
"3440","niban2b","Niban2"
"3442","znf609a","Zfp609"
"3444","sufu","Sufu"
"3446","ints13","Ints13"
"3448","fan1","Fan1"
"3449","mark3a","Mark3"
"3451","phrf1","Phrf1"
"3453","pgp","Pgp"
"3455","angptl1b","Angptl1"
"3456","znf644a","Zfp644"
"3458","ibtk","Ibtk"
"3460","orc3","Orc3"
"3462","brf1b","Brf1"
"3464","errfi1a","Errfi1"
"3466","ivns1abpb","Ivns1abp"
"3468","yars2","Yars2"
"3469","ubqln4","Ubqln4"
"3471","kdm4ab","Kdm4a"
"3473","cuedc2","Cuedc2"
"3475","adad1","Adad1"
"3477","sh3rf1","Sh3rf1"
"3479","hira","Hira"
"3480","lcorl","Lcorl"
"3482","tm9sf2","Tm9sf2"
"3483","fbxw11a","Fbxw11"
"3485","fam114a2","Fam114a2"
"3486","arid2","Arid2"
"3488","zmpste24","Zmpste24"
"3490","wrap73","Wrap73"
"3492","zdhhc18b","Zdhhc18"
"3494","mbd1b","Mbd1"
"3496","chd8","Chd8"
"3498","ankmy2a","Ankmy2"
"3500","nfat5a","Nfat5"
"3502","cenpj","Cenpj"
"3504","iars1","Iars"
"3506","slc43a1a","Slc43a1"
"3508","tp53i11b","Trp53i11"
"3510","senp6b","Senp6"
"3512","brf1a","Brf1"
"3514","nkx2.4a","Nkx2-4"
"3516","nolc1","Nolc1"
"3517","ugp2b","Ugp2"
"3519","adsl","Adsl"
"3521","plch2a","Plch2"
"3523","stau1","Stau1"
"3525","nobox","Nobox"
"3526","heatr1","Heatr1"
"3527","adnpb","Adnp"
"3528","exd2","Exd2"
"3529","ccnt1","Ccnt1"
"3531","si:dkey-243i1.1","4933427D14Rik"
"3533","nelfa","Nelfa"
"3535","toporsa","Topors"
"3537","foxk1","Foxk1"
"3539","larp6a","Larp6"
"3541","tprb","Tpr"
"3543","abcb5","Abcb5"
"3547","nfrkb","Nfrkb"
"3549","xrcc6","Xrcc6"
"3551","hnrnpub","Hnrnpu"
"3553","rbm12bb","Rbm12b1"
"3554","rbm12bb","Rbm12b2"
"3555","ric8b","Ric8b"
"3557","yipf3","Yipf3"
"3559","tasora","Tasor"
"3561","csnk1g2a","Csnk1g2"
"3563","glg1a","Glg1"
"3565","zzz3","Zzz3"
"3567","rnf17","Rnf17"
"3569","phf21ab","Phf21a"
"3571","musk","Musk"
"3572","aqp7","Aqp7"
"3574","phgdh","Phgdh"
"3575","strada","Strada"
"3577","mta3","Mta3"
"3579","acsl4b","Acsl4"
"3581","st14a","St14"
"3582","map4k5","Map4k5"
"3586","angel2","Angel2"
"3588","dhx15","Dhx15"
"3590","prkcda","Prkcd"
"3594","atl2","Atl2"
"3596","hjv","Hjv"
"3600","vdac1","Vdac1"
"3604","ints1","Ints1"
"3606","synj2bp","Synj2bp"
"3608","vapa","Vapa"
"3610","eef1db","Eef1d"
"3612","psmc5","Psmc5"
"3614","eif4g2b","Eif4g2"
"3617","pom121","Pom121"
"3619","boc","Boc"
"3621","ap2b1","Ap2b1"
"3623","cyth1a","Cyth1"
"3625","phb","Phb"
"3628","ywhaba","Ywhab"
"3630","pex26","Pex26"
"3632","alg5","Alg5"
"3634","ficd","Ficd"
"3636","mbtps2","Mbtps2"
"3638","dnajc8","Dnajc8"
"3640","rdh14b","Rdh14"
"3642","ube2l3b","Ube2l3"
"3644","wdr48b","Wdr48"
"3645","ahsa1b","Ahsa1"
"3647","rprd2a","Rprd2"
"3649","banf1","Banf1"
"3651","psmc3","Psmc3"
"3654","chrnd","Chrnd"
"3659","ddx46","Ddx46"
"3662","vps41","Vps41"
"3664","seh1l","Seh1l"
"3666","ckap2l","Ckap2l"
"3667","psme3ip1","Psme3ip1"
"3669","sgcb","Sgcb"
"3671","zfhx2","Zfhx2"
"3673","ndufa10","Ndufa10"
"3674","nfkb2","Nfkb2"
"3675","ccdc142","Ccdc142"
"3676","mfap2","Mfap2"
"3678","senp3b","Senp3"
"3680","map4k4","Map4k4"
"3682","rbm7","Rbm7"
"3683","fam83hb","Fam83h"
"3685","aip","Aip"
"3687","pmp22a","Pmp22"
"3688","tnfrsf19","Tnfrsf19"
"3689","acsl6","Acsl6"
"3691","gtf2h4","Gtf2h4"
"3693","taf6l","Taf6l"
"3695","picalmb","Picalm"
"3697","mrtfab","Mrtfa"
"3699","hdlbpb","Hdlbp"
"3700","pgam5","Pgam5"
"3702","taz","Taz"
"3704","akap1b","Akap1"
"3706","ptcd3","Ptcd3"
"3708","pfdn5","Pfdn5"
"3710","pms2","Pms2"
"3712","mdm4","Mdm4"
"3714","trmt2a","Trmt2a"
"3716","glula","Glul"
"3717","hnrnpm","Hnrnpm"
"3719","calcoco1a","Calcoco1"
"3721","ttf1.1","Ttf1"
"3723","yif1a","Yif1a"
"3724","prmt1","Prmt1"
"3727","tns1b","Tns1"
"3729","pla2g15","Pla2g15"
"3731","myo1b","Myo1b"
"3732","fam76b","Fam76b"
"3734","rapgef2","Rapgef2"
"3736","orc1","Orc1"
"3737","rapgef6","Rapgef6"
"3740","cep350","Cep350"
"3742","ncl","Ncl"
"3744","ebna1bp2","Ebna1bp2"
"3746","znf462","Zfp462"
"3748","atad2","Atad2"
"3750","fndc3a","Fndc3a"
"3752","ciarta","Ciart"
"3754","qsox1","Qsox1"
"3756","capzb","Capzb"
"3757","crema","Crem"
"3759","spry2","Spry2"
"3761","tpd52l2a","Tpd52l2"
"3763","dync1h1","Dync1h1"
"3765","fam83b","Fam83b"
"3767","tanc2b","Tanc2"
"3769","heyl","Heyl"
"3771","ca6","Car6"
"3775","wasb","Was"
"3777","acsbg2","Acsbg2"
"3779","satb1b","Satb1"
"3781","pon2","Pon2"
"3784","vaspb","Vasp"
"3786","r3hdm1","R3hdm1"
"3788","chd1","Chd1"
"3789","lrp1ab","Lrp1"
"3791","srgn","Srgn"
"3792","nono","Nono"
"3794","ywhaqb","Ywhaq"
"3796","col17a1b","Col17a1"
"3799","arrdc2","Arrdc2"
"3801","uck2a","Uck2"
"3803","lrrc29","Lrrc29"
"3805","syvn1","Syvn1"
"3807","nmt2","Nmt2"
"3809","fbp1a","Fbp1"
"3811","prkab1b","Prkab1"
"3813","ndc1","Ndc1"
"3815","crybg1b","Crybg1"
